npm verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
npm http fetch GET 200 https://registry.npmjs.org/scheduler 1644ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/rehype-raw 1662ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-math 1656ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-primitive 357ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2fprimitive 389ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-context 389ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-compose-refs 156ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2fprimitive 124ms (cache revalidated)
npm http cache https://registry.npmjs.org/@radix-ui%2freact-context 25ms (cache hit)
npm http cache https://registry.npmjs.org/@radix-ui%2freact-compose-refs 32ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-primitive 196ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-context 203ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-collection 490ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-presence 121ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-layout-effect 255ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@headlessui%2freact 1813ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-presence 257ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-controllable-state 200ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-controllable-state 442ms (cache revalidated)
npm http cache https://registry.npmjs.org/@radix-ui%2freact-use-layout-effect 46ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/react-remove-scroll 61ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/aria-hidden 69ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-controllable-state 101ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-direction 756ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-callback-ref 221ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-callback-ref 508ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-portal 305ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-is-hydrated 645ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-size 877ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-use-previous 820ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-menu 709ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-menu 2074ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-dismissable-layer 2087ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-dismissable-layer 1980ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-focus-guards 2253ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-menu 1975ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-dismissable-layer 1646ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-focus-scope 2288ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-portal 2140ms (cache revalidated)
npm http cache https://registry.npmjs.org/@radix-ui%2freact-focus-guards 62ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-focus-scope 327ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-visually-hidden 2224ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-visually-hidden 480ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-roving-focus 2236ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-roving-focus 530ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-roving-focus 362ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-popper 2657ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-popper 518ms (cache revalidated)
npm http cache https://registry.npmjs.org/@radix-ui%2freact-roving-focus 118ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-popper 812ms (cache revalidated)
npm http cache https://registry.npmjs.org/tailwindcss 129ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2fnumber 879ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2fnumber 848ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2fnumber 889ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/csstype 936ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/postcss 881ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/styled-jsx 683ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/postcss 1071ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@radix-ui%2freact-popper 1084ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/caniuse-lite 704ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tailwindcss%2foxide 1079ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tailwindcss%2fnode 1109ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@alloc%2fquick-lru 1136ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-win32-arm64-msvc 72ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/embla-carousel-reactive-utils 1141ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fenv 899ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/framer-motion 97ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/sharp 438ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-linux-x64-musl 427ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-darwin-x64 474ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-darwin-arm64 496ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-linux-x64-gnu 520ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-linux-arm64-musl 548ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-win32-x64-msvc 625ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@next%2fswc-linux-arm64-gnu 623ms (cache revalidated)
npm http cache https://registry.npmjs.org/@babel%2fruntime 167ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/dequal 277ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/date-fns 549ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/decimal.js-light 104ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@reduxjs%2ftoolkit 175ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/immer 49ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/react-redux 39ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/date-fns-jalali 518ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/reselect 55ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/hast-util-to-jsx-runtime 455ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/tiny-invariant 53ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/victory-vendor 47ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/use-latest 389ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/eventemitter3 300ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/use-composed-ref 423ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/es-toolkit 353ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@date-fns%2ftz 940ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/use-sync-external-store 325ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tabby_ai%2fhijri-converter 935ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/unist-util-visit 982ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fhast 606ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@shikijs%2ftypes 697ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@shikijs%2fcore 785ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@shikijs%2fvscode-textmate 903ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@shikijs%2fthemes 907ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@shikijs%2fengine-oniguruma 828ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@shikijs%2flangs 1195ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@shikijs%2fengine-javascript 1321ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@openai%2fapps-sdk-ui 785ms (cache revalidated)
npm http cache https://registry.npmjs.org/react 29ms (cache hit)
npm http cache https://registry.npmjs.org/tailwindcss 73ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/mcp-use 66ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@e2b%2fcode-interpreter 724ms (cache revalidated)
npm http cache https://registry.npmjs.org/@langchain%2fcore 21ms (cache hit)
npm http cache https://registry.npmjs.org/langchain 34ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/langfuse 311ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/langfuse-langchain 497ms (cache revalidated)
npm http cache https://registry.npmjs.org/langchain 39ms (cache hit)
npm http cache https://registry.npmjs.org/@types%2fnode 32ms (cache hit)
npm http cache https://registry.npmjs.org/typescript 36ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/react-router 442ms (cache revalidated)
npm http cache https://registry.npmjs.org/react-dom 26ms (cache hit)
npm http cache https://registry.npmjs.org/zod 17ms (cache hit)
npm http cache https://registry.npmjs.org/@types%2fnode 32ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/luxon 206ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/usehooks-ts 453ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/react-merge-refs 463ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/node-mocks-http 456ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jose 464ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-breaks 490ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/rehype-katex 492ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-directive 495ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/radix-ui 501ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/posthog-js 399ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/set-cookie-parser 149ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/cli-highlight 326ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/cookie 325ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/posthog-node 360ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@modelcontextprotocol%2fext-apps 835ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@mcp-ui%2fserver 965ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@mcp-use%2fcli 749ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@mcp-use%2finspector 764ms (cache revalidated)
npm http cache https://registry.npmjs.org/react 25ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom 66ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fexpress 304ms (cache revalidated)
npm http cache https://registry.npmjs.org/@types%2fnode 28ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom 86ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/react-router-dom 493ms (cache revalidated)
npm http cache https://registry.npmjs.org/react-router 10ms (cache hit)
npm http cache https://registry.npmjs.org/esbuild 32ms (cache hit)
npm http cache https://registry.npmjs.org/zod 38ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/commander 61ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/open 63ms (cache revalidated)
npm http cache https://registry.npmjs.org/mcp-use 53ms (cache hit)
npm http cache https://registry.npmjs.org/lucide-react 13ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/globby 294ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/chokidar 315ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/tar 320ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@vitejs%2fplugin-react 341ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/vite 444ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/vite-plugin-singlefile 697ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/markdown-to-jsx 567ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2freact-syntax-highlighter 703ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tailwindcss%2fvite 779ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tailwindcss%2fvite 728ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@paper-design%2fshaders-react 861ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ajv-formats 922ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/cross-spawn 906ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/content-type 926ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ajv 964ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/json-schema-typed 706ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/raw-body 680ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/express-rate-limit 770ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/pkce-challenge 703ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/eventsource 879ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/highlight.js 575ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/eventsource-parser 808ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mz 286ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/qs 262ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/depd 252ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/etag 253ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/vary 243ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fresh 226ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/debug 231ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/once 257ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/send 253ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/parse5 501ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/parse5-htmlparser2-tree-adapter 496ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/accepts 439ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/router 448ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/statuses 586ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/body-parser 581ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/proxy-addr 588ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mime-types 591ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/http-errors 580ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/merge-descriptors 48ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/cookie-signature 55ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/content-disposition 52ms (cache revalidated)
npm http cache https://registry.npmjs.org/content-disposition 14ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/methods 39ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mime 40ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/parseurl 184ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/finalhandler 604ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/parseurl 856ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/escape-html 838ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/on-finished 613ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/encodeurl 857ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/type-is 863ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/type-is 166ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/range-parser 344ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/range-parser 240ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/serve-static 342ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/dompurify 81ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/web-vitals 86ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fflate 299ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/core-js 307ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/preact 328ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/query-selector-shadow-dom 307ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@posthog%2ftypes 487ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@posthog%2fcore 720ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@opentelemetry%2fapi-logs 720ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@posthog%2fcore 640ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@opentelemetry%2fsdk-logs 699ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@opentelemetry%2fresources 709ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@opentelemetry%2fexporter-logs-otlp-http 704ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@redis%2fclient 701ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@redis%2fjson 729ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@redis%2fsearch 690ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@redis%2fbloom 803ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@redis%2ftime-series 711ms (cache revalidated)
npm http cache https://registry.npmjs.org/react 22ms (cache hit)
npm http cache https://registry.npmjs.org/@types%2freact 9ms (cache hit)
npm http cache https://registry.npmjs.org/zod 12ms (cache hit)
npm http cache https://registry.npmjs.org/react-dom 38ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/lucide 48ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/marked 63ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/compare-versions 321ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lit 321ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fast-json-patch 333ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/urql 334ms (cache revalidated)
npm http cache https://registry.npmjs.org/react-is 33ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/prop-types 143ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fuuid 562ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/vfile 332ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/unified 332ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@a2ui%2fweb_core 689ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tanstack%2fpacer 724ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@urql%2fcore 730ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ag-ui%2fproto 744ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fprop-types 82ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tanstack%2fvirtual-core 692ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@lit%2freact 706ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-parse 284ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-rehype 286ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/style-to-object 323ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/hast-util-whitespace 299ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/space-separated-tokens 288ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/property-information 304ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2funist 555ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/comma-separated-tokens 298ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/hast 294ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/rehype-harden 291ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mermaid 302ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remend 313ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/rehype-sanitize 299ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/html-url-attributes 283ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-cjk-friendly 290ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-cjk-friendly-gfm-strikethrough 315ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@protobuf-ts%2fprotoc 687ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@bufbuild%2fprotobuf 697ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@preact%2fsignals-core 678ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tanstack%2fstore 692ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@tanstack%2fdevtools-event-client 695ms (cache revalidated)
npm http cache https://registry.npmjs.org/@types%2freact 9ms (cache hit)
npm http cache https://registry.npmjs.org/use-sync-external-store 36ms (cache hit)
npm http cache https://registry.npmjs.org/highlight.js 57ms (cache hit)
npm http cache https://registry.npmjs.org/@babel%2fruntime 33ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/devlop 317ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lowlight 317ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/prismjs 321ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mdast-util-to-hast 326ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/refractor 326ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/highlightjs-vue 312ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/hast-util-raw 403ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fmdast 261ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fmdast 596ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fmdast 278ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/micromark-extension-gfm 297ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mdast-util-gfm 302ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/remark-stringify 298ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mdast-util-math 330ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@react-aria%2ffocus 725ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@floating-ui%2freact 737ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@react-aria%2finteractions 743ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/micromark-extension-math 285ms (cache revalidated)
npm http cache https://registry.npmjs.org/@ai-sdk%2fanthropic 53ms (cache hit)
npm http cache https://registry.npmjs.org/langchain 91ms (cache hit)
npm http cache https://registry.npmjs.org/@ai-sdk%2fgoogle 165ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider 819ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider-utils 763ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider-utils 832ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider 840ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider 847ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider 690ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider-utils 862ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider-utils 695ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider-utils 880ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fprovider 894ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@ai-sdk%2fopenai-compatible 903ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lru-cache 238ms (cache updated)
npm http fetch GET 200 https://registry.npmjs.org/@envelop%2finstrumentation 738ms (cache miss)
npm http cache https://registry.npmjs.org/jose 10ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/buffer 114ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@graphql-yoga%2flogger 936ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@graphql-tools%2fexecutor 1020ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@whatwg-node%2ffetch 1124ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@whatwg-node%2fserver 1133ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@segment%2fanalytics-generic-utils 60ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@segment%2fanalytics-core 128ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/node-fetch 342ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@lukeed%2fuuid 316ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/@graphql-tools%2fschema 1259ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/object-assign 151ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/safe-buffer 115ms (cache revalidated)
